country,room_type,traveler_type,nr_nights,year,month,score,title_review_en,pos_review_en,neg_review_en
italy,comfort single room,solo traveller,3,2024,10,8.0,very good,"cozy room, very clean, complete with kettle and coffee machine. beautiful view from the room and from the bar to the 17th floor.","offered by the hotel 1 capsule a day of coffee, a herbal tea and a single sachet of sugar. other capsules available at 1 euro each."
ukraine,comfort double room,couple,3,2024,10,10.0,a good hotel,"i liked everything. clean spacious room, comfortable bed, quiet. wonderful landscape, friendly staff",no review
brazil,comfort king room,couple,4,2024,10,8.0,fantastic location and very good breakfast!,"fantastic location and very good breakfast! the very spacious room with two balconies, a fantastic view of the city.","after checking the checkout we noticed that we had forgotten a mobile phone charger in the taking of our room, but by requesting by phone to the reception staff that rescued to us, we were informed that they did not find. in short, someone caught and did not return us, we were very upset about what happened because the hotel category does not match such occurrences!"
angola,plus comfort suite,group,1,2024,10,9.0,very good. let's go back,very good breakfast and restaurant.,"the ceiling of the room has fixing problems - we opened the balcony door and part of the hall ceiling loose it, we had to replace it."
italy,comfort king room,couple,1,2024,10,9.0,superb,great room and spaces well located comfortable bathroom really beautiful and suggestive with incredible panorama,i don't know .... only he has no parking and in the center with the car is not the best
portugal,plus comfort suite,family,1,2024,10,8.0,very good,no review,"only 1 note to improve in the future:  1 client who is only 1 night cannot be agreed by the cleaning employee at 9:20 am opening the bedroom door. i didn't put the paper ""not disturbing"", but so just being cleaned when i was sure of my check out."
spain,comfort family room plus,group,1,2024,10,9.0,i would repeat,"the rooms are very spacious, comfortable and modern, very well isolated acoustically. the beds, very comfortable. we loved the restaurant. it has spectacular views of the city. dinner was very rich. to put a but, they did not finally reserve a table next to the window, although i expressly asked for it two months in advance.",no review
spain,comfort family room,family,1,2024,10,10.0,a very good option near the center of porto,"we were housed in several rooms at the hotel during a weekend, to also have dinner at the restaurant in a family celebration. the treatment of the staff is exceptional. they allowed us to leave the luggage before check-in and after check-out, which made it very easy to visit the city during the day. the rooms were impeccable and the beds and pillows, very comfortable. dinner at the restaurant also exceeded our expectations. breakfast is very complete with a wide variety of sweets and salty. in short, the hotel loved it.",nothing to object. we liked everything.
netherlands,comfort twin room,group,3,2024,10,9.0,lovely hotel for visiting porto,beautifully renovated rooms and the hotel is close to the center,no review
venezuela,plus comfort suite,family,1,2024,10,10.0,excellent location and good atmosphere,location and comfort,no review
brazil,comfort suite,family,1,2024,10,10.0,"the hotel is perfect, pity we only take rain","yes, we like it",all great
brazil,comfort king room,couple,1,2024,9,9.0,"privileged location, comfort and convenience.",the comfort of the room and the location of the hotel.,"the bathroom stall/bathtub, as it is difficult to reach and can cause an accident when entering or leaving, especially if the person is elderly and with some movement limitation."
spain,comfort twin room,family,2,2024,10,10.0,exceptional,super friendly staff. we went to celebrate our anniversary and when we arrived we had a bottle of champagne and pasta. big surprise! the 10th restaurant !!,no review
brazil,comfort single room,solo traveller,3,2024,8,9.0,excellent stay,breakfast,no review
belgium,comfort king room,couple,4,2024,9,10.0,exceptional,there is no effort too much to meet your questions. always friendly and polite. breakfast was very well cared for and wide choice. a top location.,there was nothing against us.
portugal,comfort double room,couple,1,2024,9,8.0,very good,"refurbished installations, location close to the main sights",no review
france,comfort king room,couple,4,2024,9,10.0,super,breakfast and restaurant,no review
portugal,comfort double room,family,1,2024,9,8.0,very good,no review,there was no twin room availability.
mexico,comfort double room,group,3,2024,9,8.0,good hotel. bad service,the location,"the dining room staff. very rude, unkly and poorly faced with all diners."
portugal,comfort double room,solo traveller,3,2024,9,8.0,pleasant,the bathroom,the size of the room
italy,comfort double room,couple,2,2024,8,10.0,beautiful experience,"it would deserve 5 stars! beautiful, central, well -clean structure, in the elevator there are even uvc rays. from the roof, excellent dinners, spectacular view of the city. very professional staff. convenient parking in front of the hotel.  i highly recommend !!!",no review
spain,comfort king room,group,2,2024,9,9.0,superb,and,no review
spain,comfort double room,couple,3,2024,8,10.0,exceptional,"the views, the treatment of the staff, both of the hotel and the restaurant. cleaning the room and common areas.","he had a host that made a lot of noise. he pulled the windows at any time, mainly at dawn. the scare that hit me was tremendous. i think the walls are very thin"
switzerland,comfort double room,couple,3,2024,9,9.0,recommended hotel for a weekend in porto,"friendly staff, beautiful rooms (we even had a small balcony), comfortable beds, everything very clean. location good, subway station nearby (a few minutes footpath). many sights can be reached by foot. small rootop bar on the 17th floor with a great view over the city. breakfast okay (plus point for the freshly squeezed orange juice).",we had expected the rootop bar a little larger (but we were always lucky to get a place outdoors).
brazil,comfort double room,couple,3,2024,9,10.0,exceptional,"large spaces, comfortable and tasteful decoration. excellent morning coffee. requested and prepared employees. panoramic view of the bar and note 10.",no review
germany,comfort double room,group,3,2024,9,9.0,a perfect hotel for a city trip to porto,very good breakfast. beautiful top roof roof terrace.,no review
belgium,comfort double room,couple,3,2024,9,8.0,ideal hotel to explore porto.,"extensive breakfast buffet, fresh fruit juice, various sandwiches, sweet pastries, hot and cold toppings, fresh fruit, coffee automatic, ... everything regularly supplemented! smooth clearing. bar with panoramic views over the city!","restaurant: far too long waiting time, food was delicious!"
sweden,comfort single room,solo traveller,5,2024,9,9.0,"friendly and central, good location, convenient..farscht!","the location, close to everything in the center of postage!","my safety box, ceased to work on several occasions!"
netherlands,comfort suite,family,1,2024,8,9.0,nice hotel,"very clean and modern, large room with air conditioning. great breakfast.",nothing
france,comfort double room,couple,3,2024,9,9.0,perfect hotel for a stay in porto,bedroom perfectly arranged with very comfortable bedding. very complete breakfast. quiet hotel. very little noise in the corridors. listening staff.,no review
portugal,comfort double room,couple,1,2024,9,10.0,incredible,"i loved the stay, the employees are very attentive and friendly. i placed a special request and were amazing. thanks!",no review
switzerland,comfort twin room,couple,2,2024,8,8.0,welcome and very good services.,perfect excellent orange juice i would have liked more french baguettes.,not much
portugal,comfort king double room with romantic package,family,1,2024,8,10.0,point to the best,"cleaning, comfort, sympathy",absence of parking
france,comfort king room,couple,2,2024,9,9.0,superb,"the location was ideal for visits, the room was very well level size, and cleanliness. very complete breakfast, always well busy. very pleasant staff",no review
portugal,comfort single room,solo traveller,1,2024,9,10.0,exceptional,"i liked it, although the location of the consumables is neither clear nor logic",only what i mentioned above
united kingdom,comfort single room,solo traveller,2,2024,7,8.0,delicious breakfast,the breakfast was exceptional! the cleaning service was very good and the person in charge of cleaning was very kind.,the room was a bit small
france,comfort single room,solo traveller,8,2024,9,9.0,a hotel close to the old town with attentive staff,the very friendly and speaking french staff,nothing
netherlands,comfort double room,couple,8,2024,9,8.0,very good,the restaurant on the 17th floor,no review
portugal,comfort suite,family,2,2024,9,9.0,hotel to repeat,i liked the kindness of employees and everything in general.,no review
germany,comfort family room plus,couple,2,2024,9,8.0,very nice and successful stay,"good location and especially room with balcony. in addition, a bar on the 17th floor with outdoor area and also a restaurant with an outdoor area. insane view!","get something old, but still ok!"
spain,comfort family room,family,5,2024,9,10.0,"it has been a wonderful stay, i had a great time.","the location was fabulous, the breakfast very good. i loved the attention of the staff.",no review
portugal,plus comfort suite,group,1,2024,9,10.0,excellent room with a large balcony that provided a beautiful sunset and reliable view,the room is excellent,no complaint
belgium,comfort king double room with romantic package,couple,2,2024,9,8.0,nice,very comfortable and a lot of attentions but the bof district.... but it changes,a little too old
spain,comfort double room,family,7,2024,9,10.0,exceptional,"the hotel is very good. they gave us a very wide and comfortable room, even with terrace. breakfast very good, perfect cleaning. if situation in a very good neighborhood. attention of the staff of 10. when i return to porto i will stay here without a doubt.",all ok
spain,comfort family room plus,family,2,2024,8,8.0,very good,the room for the 4. very wide and allowed us to have some independence. breakfast tb was very good. variety and product quality.,the seagulls in the early morning ... very noisy and dirty.
spain,comfort family room plus,group,1,2024,9,9.0,superb,"the exceptional room, incredible, central views",no review
spain,comfort double room,couple,3,2024,8,8.0,confortable,terrace 17,own parking
spain,plus comfort suite,family,1,2024,9,9.0,superb,"everything, the current but very comfortable decoration",no review
guadeloupe,comfort king room,couple,3,2024,8,9.0,superb,restaurant on the roof,parking in the street
brazil,comfort twin room,couple,4,2024,7,8.0,i'll be back soon,"very good breakfast, all very well done!",i lost a cell phone charger i left in the room.
germany,comfort double room,couple,2,2024,9,8.0,great location for portoura women,"great bar with a view of postage, windows for ventilation can be opened, spacious bathroom, bakery and local dirket next to the hotel. parking garage with good prices next to it (albeit ugly than the night ...)",room between 2 elevators was not really quiet
spain,comfort double room,family,1,2024,9,9.0,perfect,orange juice.,i wanted to pay breakfast barely between and they didn't charge it to me. then when i'm having breakfast they come to charge me what i think is inopportune
canada,comfort king room,couple,3,2024,9,9.0,a superb experience,lunch and courtesy,nothing
spain,comfort double room,couple,3,2024,9,9.0,very good location and comfortable,the best location. it was only 5 minutes walk from the center. although it has no parking lot in front there is a very comfortable public parking (eur 50 days) very good breakfast,regular cleaning. we found a bottle of water from the previous clients hidden among the curtains.
italy,comfort double room,couple,3,2024,8,9.0,superb,"hotel in a good location to visit the city large and welcoming room, friendly and professional staff. good value for money. overall he respected my expectations",no review
netherlands,comfort double room,group,7,2024,8,9.0,wonderfully accessible hotel with a super location!,beautiful view over the city,missed a balcony
france,comfort family room,family,1,2024,9,10.0,top splendide,very nice clean hotel room at the top,nothing
netherlands,comfort double room,couple,2,2024,8,8.0,nice hotel in a practical location!,"room was fine. nice bed and a spacious bathroom. location was also good, 20 minutes of walking to the river where there is the most to do. parking is easy next to the hotel. you can buy tickets here separately for 48 hours, then you pay 35 euros. to do this, go to the reception of the parking garage itself.",the breakfast was not super. little choice and actually not worth your money. tip is just to have breakfast outside the door.
spain,comfort king room,group,2,2024,8,8.0,perfect location to travel porto on foot,"the location, excellent !!!","the facilities are quite old and although they are modernized, something lacks"
spain,comfort double room,couple,2,2024,8,9.0,superb,very comfortable and clean room. great breakfast,among the services he says that there is parking and when we asked at the hotel and sent us to the parking lot in front but paying
portugal,plus comfort suite,family,5,2024,8,8.0,very good,a little  excellent breakfast  very good service 5,of the prices on the last floor at the bar
italy,comfort double room,couple,2,2024,8,8.0,optimal!,the view from the bar of the 17th floor! clean and welcoming rooms. excellent breakfast.,the mattress ... not very comfortable.
spain,comfort double room,couple,4,2024,8,10.0,excellent in general lines,all excellent,breakfast a bit lazy
spain,comfort double room,family,1,2024,8,10.0,all perfect,the kindness,no review
spain,comfort double room,couple,2,2024,8,8.0,very good,very complete buffet,all good
spain,suite premium deluxe,group,1,2024,8,10.0,exceptional,"all in general. breakfast, the bar the bar and its attentive waiters",you need to modernize the rooms
italy,comfort family room,family,2,2024,8,8.0,very good,no review,the view from the room to the 2nd floor with window on the back very ugly
brazil,comfort double room,couple,2,2024,8,9.0,it was a good stay!,"of the hotel wind and attentive staff, the location, i found it calmer that is in ribeira, where i was always.",i found the room that we got small. and the bath i thought the shower comes out little water.
germany,comfort family room,family,3,2024,8,9.0,great location for refueling for discovering tours in porto,generous and well -kept family room with very comfortable beds very attentive and friendly staff let the day in the bar on the 17th floor end with great view.  i felt very comfortable and would love to come back.,no review
spain,comfort double room,couple,3,2024,8,10.0,exceptional,location and the dimensions of the room. and a very professional staff.,nothing
spain,comfort family room plus,family,2,2024,8,10.0,very good hotel.,"the very good and very varied design, very attentive personnel",no review
spain,comfort double room,couple,1,2024,8,9.0,"all good, charming staff",the excellent outer terrace. the very good reception,no review
italy,plus comfort suite,family,2,2024,8,9.0,superb,the triple room with 2 bedrooms and a fantastic view.,the location too far from the center
poland,comfort double room,couple,2,2024,8,10.0,exceptional,"very good breakfast, a wide selection of dishes. comfortable beds. spacious room. available kettle in the room. very kind service. great location. view from a bar with a terrace on the 17th floor. very fast elevator.",there was a brighter than the lamps by the room lighting bed
italy,comfort double room,group,2,2024,8,8.0,great location and good food,excellent location excellent restaurant overlooking the city,no review
spain,comfort double room,family,4,2024,8,10.0,ideal,"the location, comfortable and silent room, ideal bar on the 17th floor with excellent cocktails and views and a magnificent attention of all staff.",nothing
italy,comfort suite,family,1,2024,8,8.0,good 4 -star hotel with spacious rooms. excellent location 5 minutes from the center. car parking at 25 meters,location and terrace bar,old rooms and furnishings
italy,comfort family room,family,3,2024,8,8.0,"excellent location, very satisfactory hotel ..... attention to the parking lot ....","rooms, breakfast and location of the hotel very comfortable",absence of internal parking and absence of automatic agreement with the possibility of automatic reservation in public parking placed in front of the hotel. upon our arrival there was no availability of any parking in the area.
brazil,plus comfort suite,family,4,2024,7,10.0,refinement and comfort.,impeccable. comfortable accommodation for 03 adults. large bathroom. breakfast absurdly wonderful (there was kombucha and kefir).,very expensive parking
spain,comfort single room,solo traveller,2,2024,8,10.0,very good accommodation.,"the comfort, very attentive staff and the recommended whatever breakfast.",perhaps the area where the hotel is located to park is very complicated.
spain,comfort family room,family,1,2024,8,10.0,quality- price accord,it is quite good,no review
brazil,comfort suite,family,1,2024,8,9.0,superb,"great room, comfort!",no review
italy,plus comfort suite,family,3,2024,8,9.0,superb,central location. beautiful rooms,it does not have a parking lot and to find it available in the silo car in front of the hotel i waited for three hours after parking the car 1km away. it must be said that the city was full of tourists.
spain,comfort suite,family,1,2024,8,10.0,exceptional,everything but to highlight the comfort of the bed,no review
kuwait,comfort family room plus,group,3,2024,8,10.0,"the residence was exceptional, as all the great housing features from the center met to the hotel to wide, arranged rooms","the look is exceptional, the location of the hotel is excellent, very professional and kind workers",nothing
switzerland,plus comfort suite,family,3,2024,8,9.0,very pleasant.,"empowerment, personal, very pleasant and very good breakfast.","nothing to say, everything was perfect"
portugal,comfort family room,family,1,2024,8,8.0,very good,great location. spacious and very comfortable rooms. all very clean. i loved. when i return to porto i will definitely return to this hotel.,no review
mexico,comfort twin room,family,3,2024,7,9.0,"a beautiful view, and a very good commfort","very rich breakfast, the hotel is very nice",i don't remember something notable
france,comfort family room,family,1,2024,8,9.0,superb,rooftop. rooms and quality of service,soundproofing. we heard the elevator and the corridor noises
germany,comfort family room,family,1,2024,8,9.0,nice hotel for city visit,"we had booked a room with 2 separate bedrooms and 1 bathroom - the size of the rooms was very good. on site we got an upgrade to a room with balcony, which was very nice, even if we didn't use the balcony. breakfast was very extensive and the coffee was also okay (which unfortunately was rarely the case in portugal on our trip). the staff is very friendly, the food in the restaurant is very tasty, albeit rather high -priced, the drinks and snacks in the bar delicious and in terms of price. the room was clean and the beds were very comfortable.","i had booked the hotel because of the roof terrace and had imagined it larger. we sat inside both in the restaurant and in the bar because it had no place outside. our bathroom had no deduction and unfortunately the towels were not all replaced, but we just had less on the 2nd day. since we only stayed for 2 nights, but what that is okay. the hotel is a bit offside and the last few meters from the metro it goes uphill. but you can reach the city on foot, the train station and airport by public transport."
turkey,comfort king room,couple,1,2024,8,9.0,i prefer again,there is everything you need in the room. very spacious. the bed is very comfortable,it is very tiring to reach the hotel by the sea.
portugal,comfort king double room with romantic package,couple,2,2024,8,9.0,fantastic and i'll be back,very central fantastic room and very friendly staff,no review
portugal,comfort family room plus,group,2,2024,8,10.0,exceptional,no review,hotel has no garage.
italy,comfort king room,couple,2,2024,8,9.0,superb,room with balcony and city view storage luggage service after check out,bathroom a little small compared to the amplitude of the canera
mexico,comfort double room,couple,3,2024,8,9.0,superb,no review,that had carpet
mexico,comfort twin room,family,1,2024,8,10.0,"nice, functional with an incredible view of porto from the room!",well and the location also very good,all good
mozambique,comfort double room,family,5,2024,8,10.0,exceptional,"the facilities are very good, clean, very welcoming employees, restaurants, bar and breakfast services very good and exquisite. the restaurant and bar provide a spectacular view. excellent location, in the heart of bolhao, near the bus stops and metro.",no review
spain,comfort single room,solo traveller,5,2024,8,8.0,very good,"the cafeteria restaurant of the 17th floor, good, good views and good attention of the waitresses. good breakfast but in a 4 -star spain hostel is better and more varied. hotel reception, pleasant and effective in giving solutions.",the individual room was a bit small. they give up the first bottle of water even if you are lodged 5 days.
italy,comfort single room,solo traveller,2,2024,8,9.0,pleasant and interesting,position,the cup of coffee left dirty
germany,comfort king room,family,4,2024,8,9.0,superb,the staff was very nice and friendly,no review
italy,comfort single room,solo traveller,4,2024,8,9.0,superb,beautiful structure great staff,no review
argentina,comfort single room,solo traveller,1,2024,7,9.0,excellent option,first level breakfast. cleaning,nothing relevant
spain,comfort double room,couple,3,2024,8,9.0,genial,"the perfect location for my taste and parking right next 3 days for eur 50, wide room and very complete bathroom, has terrace with very good views and complete lunch",no review
germany,comfort twin room,group,7,2024,7,10.0,porto lover :),"spacious rooms, very good breakfast and good location !!!",personnel at the reception a little serious and introverted!
hungary,double room - disability access,group,3,2024,7,9.0,ideally close to everything on foot for which the extremely delicious and elaborate breakfast is perfect before...,perfect location! excellent breakfast,no review
france,comfort double room,couple,1,2024,8,10.0,pleasant,the welcome and the quality and choice of the buffet of breakfast.,that there is no private parking or a cart to move the luggage.
netherlands,comfort single room,couple,1,2024,8,9.0,prima hotel,"great hotel, good location. tasty beds. good breakfast!",nothing
france,double room - disability access,couple,1,2024,8,8.0,very good,the hotel is rather well placed with ease of parking because a public parking is located in front of the hotel. the staff were kind and the room spacious,"the bathroom, with disabled access (i have no handicap) which was not more suitable and a little outdated."
germany,comfort king double room with romantic package,couple,3,2024,8,9.0,superb,"very good location, friendly staff",you shouldn't have saved on breakfast for breakfast. it didn't fit the otherwise good breakfast
spain,plus comfort suite,group,1,2024,7,8.0,very good,room size and cleanliness,no review
germany,comfort single room,solo traveller,5,2024,7,9.0,real hotel to explore portos!,"good friendly communication of the staff in english. a short technical defect in good air conditioning was immediately remedied. cleanliness of the rooms and very satisfactory in the hotel. great breakfast buffet. good location of the hotel for exploration also by foot, great closeness to the market and public transport. great roof terrace with a great view of the city.",no review
france,comfort suite,family,3,2024,8,10.0,exceptional,"everything was perfect . hearty breakfast. roof top magic and dinner at the absolutely topissime restaurant (2 evenings in a row). charming, professional and smiling staff",no review
brazil,comfort king room,couple,1,2024,7,10.0,exceptional,"privileged location, cleaning and attention of impeccable staff",no review
italy,comfort double room,couple,3,2024,8,8.0,excellent structure in a reserved area close to the center! recommended,"cleaning, services, comfortable and large room!",nothing
belgium,comfort single room,solo traveller,1,2024,8,8.0,very good,fantastic rooftop bar!,no review
spain,comfort double room,couple,3,2024,8,10.0,it was exceptional,great everything of very good taste,no review
israel,comfort double room,solo traveller,3,2024,8,10.0,"all are super, all 4 stars are felt","the hotel pulls on all its 4 stars, i don't know what reviews here were written below people, they didn't change towels - complete nonsense, they change and clean every day, you can even ask for time at any time ... someone wrote about the smell - there was nothing like that, it was a pleasant smell, it was before, but today july 2024, this hotel was very happy that it took it, although it was in doubt that it took it so. as the reviews here were not very ... cleanliness, comfort, furniture everything is in excellent condition ... yes, not close to the center, where the river is and all the beauty, but near the metro, in two minutes, or a taxi of only 5-6 euros and you are there ... but the hotel is 4 stars for that kind of money is perfect","mini bar, do not use, 4 euros for a small collate, this is of course the guys ... well, why set such prices ... nonsense"
spain,comfort double room,couple,2,2024,8,8.0,very good attention and services,"very complete breakfast, the room very well, and is close to the areas of interest","that a building with such a height does not have the stairs enabled for customers in case of evacuation or simply do not want to climb the elevators, i doubt that in spain that was allowed."
spain,comfort twin room,group,2,2024,8,10.0,exceptional,"the kindness of the staff, its excellent facilities, the unbeatable buffet of breakfast, the restaurant and the cafeteria served by very efficient and friendly personnel, etc. it seemed excellent.",no review
spain,comfort suite,family,1,2024,8,10.0,comfortable and quality,the terrace and bar service above on floor 17,no review
portugal,comfort single room,solo traveller,1,2024,5,10.0,great experience,"reception/service to extraordinary clients. the rooms are very comfortable, the location of the hotel is great. breakfast is very vast. i recommend it lively.","it only suggested a change in the showers, the water passes too much to the floor of the toilet."
germany,comfort twin room,family,7,2024,8,8.0,very good,the rooms are nice and large. the beds very good. the breakfast left nothing to be desired. even gluten -free was brought daily,the reception is a dark hole. the restoring equipment on the upper floor looks very diligent. no trace of live events far and wide. too bad. didn't want to go out there
brazil,comfort suite,family,1,2024,8,10.0,beautiful room,"the room very spacious, comfortable and quiet.","at breakfast, they could add ometes, tapioca, starry eggs."
italy,plus comfort suite,family,2,2024,6,8.0,excellent accommodation solution in porto!,"very pleasant living room, abandonment breakfast and a terrace at the beautiful 17th floor. the view in the evening, sipping an excellent glass of port, is spectacular. perhaps a little far from the center, going down to ribeira on foot is a little long, but with public transport it is resolved quickly. advised!",no review
angola,comfort family room,family,2,2024,8,10.0,exceptional,cleaning and service.,we like everything
switzerland,comfort double room,group,3,2024,8,9.0,postage is always beautiful,price performance fits!,no review
spain,comfort double room,family,2,2024,8,10.0,exceptional,"location, attention, cleaning and amplitude of the rooms as well as the cafeteria spaces with a lot of place, comfortable and very good views both from inside and on the terrace.",no review
spain,comfort double room,family,3,2024,8,10.0,exceptional,"the room has impressed me a lot, and that was very well located, with good views. the great food were very careful to give us even clean tweezers to take our food and avoid possible cross contamination. i will return, no doubt.",no review
spain,comfort double room,couple,2,2024,8,9.0,superb,"they made us an upgrade without having requested it with what we enjoy a large room, with a great bathroom and a fantastic terrace. the great bed too. very friendly and helpful staff","we liked breakfast less, it was not up to the rest of the hotel and we also thought that it could have been served on the terrace they have on floor 17, where you enjoy spectacular views."
france,comfort single room,solo traveller,1,2024,8,8.0,beautiful hotel very well located in the center,"hotel very well located with transport nearby. the rooftop is a plus and offers a magnificent view of any porto. the staff are pleasant and available. the bedroom is pleasant, the bathroom has all the necessary toiletries.","traveling alone, my room was equipped with a single bed where for a 4 star you could expect a double bed. the windows do not open completely, probably for security questions but it's a shame if you want to enjoy natural air and not air conditioning."
spain,comfort family room,family,1,2024,8,10.0,good location and good service,amplitude and comfort of the family room,first floor without view
brazil,comfort double room,family,3,2024,7,9.0,superb,"excellent location, very complete breakfast, comfortable room and bar restaurant with beautiful view",no review
france,comfort single room,solo traveller,2,2024,8,8.0,"everything went well, very professional and kind staff","the neighborhood, close to the market",the unpleasant outdoor building
venezuela,comfort king room,family,5,2024,7,10.0,exceptional,"the location, the service and cleaning",no review
netherlands,comfort family room,family,2,2024,7,9.0,"great hotel, good family room",location top. we had room with 2 teenagers and they slept in the room apart. nice to have space. clean hotel.,breakfast was pretty simple. had expected more luxury
france,comfort king room,family,3,2024,7,9.0,in accordance with expectations,breakfast location,no review
chile,comfort king room,couple,3,2024,7,9.0,superb,"the location, its restaurant, bar, and terrace. good breakfast and spacious and comfortable room.",no review
spain,comfort double room,couple,1,2024,7,8.0,good to spend a night,it was clean,the location and restaurant that is located on floor 17
spain,plus comfort suite,family,4,2024,7,9.0,superb,"very varied breakfast, excellent location, and phenomenal views. to return",no review
spain,comfort double room,couple,3,2024,7,9.0,excellent hotel,"it is central, at the beginning until locating you seem not, but it is not so, located behind the city council, next to catalina street. to walk anywhere. the exquisite breakfast, there was everything, the room, very comfortable beds. we were on the 15th floor, overlooking the entire city. there is a terrace and rso on the 17th floor, where you can go to take some and enjoy your views.","nothing, we were very good."
france,comfort single room,solo traveller,3,2024,7,8.0,very good,"the hotel is well located, direct by metro from campanha railway station (trindade station). it is a high building dominating the whole city, close to the historic porto (sao bento). good varied breakfast, dizzying top top and very beautiful panorama on port",seen from outside the big tower that is a bit gray and would benefit from being renovated
spain,comfort double room,couple,3,2024,7,8.0,very good,personal kindness. attention.,"they do not replenish coffee capsules. you have to buy them ... but at least it has coffee maker, that not all hotels have and it is great to put it."
italy,comfort family room plus,family,3,2024,7,9.0,superb,extremely kind and welcoming staff. beautiful bar/restaurant on the 17th floor. all recently renovated with a lot of taste. really excellent breakfast.,"a very small flaw is that, in spite of the name, the location is not exactly central: the long-fiume, where the evening life is concentrated more, is in fact about 20 minutes on foot. the structure is however quite comfortable at the bolhao metro station."
spain,comfort twin room,family,2,2024,6,8.0,comfortable and well located outside the bustle.,"terrace with room views, comfortable beds. public parking next to a good price.","he seemed impersonal and far from the center. but in reality it is very close to the rua sta catalina and the market. and given the waves of tourists, it is appreciated not to be in the bustle."
switzerland,comfort single room,group,3,2024,7,8.0,good hotel in a good location that i can recommend.,"good location, calm, parking garage very close. comfortable rooms. breakfast rich.",no review
netherlands,comfort double room,couple,1,2024,7,8.0,as expected: great stay.,breakfast was fine. staff friendly and helpful. and all conversation in english.,n.v.t.
france,comfort twin room,family,3,2024,7,8.0,alright,no review,i was disappointed with the freshness of breakfast food. viennoiserie was dry and the buns too.
italy,comfort king room,family,6,2024,7,10.0,travels are travelers. saramago docet.,"position, availability and breakfast",nothing
france,comfort double room,couple,1,2024,7,8.0,very good,room comfort very good breakfast  well placed near the old porto and the trinidadian metro which is direct for the airport,no review
italy,plus comfort suite,family,2,2024,7,9.0,port at hand,panoramic position,nothing
china,comfort double room,family,1,2024,7,8.0,very good,breakfast is rich and it is very comfortable to eat!,no review
portugal,comfort double room,couple,2,2024,7,10.0,very nice and i will definitely come back,"service, location and convenience",no review
netherlands,comfort king double room with romantic package,couple,3,2024,7,8.0,prima,breakfast was excellent; staff friendly and very helpful (rollator!),for men's toilet at restaurant (18th floor) i had to go to the 17th floor.
netherlands,comfort family room,family,3,2024,7,8.0,luxury in the center with a 17th floor a bar/restaurant,the room and location is very close to the center and public transport,staff for breakfast and fitness space is concealed
portugal,comfort single room,solo traveller,3,2024,7,9.0,excellent hotel,"the location of the hotel is excellent, close to the main sights and with a ""breathing"" view, excellent breakfast. employees have always been helpful and attentive, exceeded my expectations.",nothing to point out.
israel,comfort king room,couple,3,2024,7,10.0,excellent,good breakfast amazing team great location highly recommend,no review
france,comfort double room,couple,3,2024,7,10.0,"very nice hotel, very good breakfast",everything was perfect,it just lacks a magnifying mirror for the bathroom
france,comfort king room,couple,2,2024,7,8.0,very good,no review,hear the screaming room! soundproofing can be reviewed because otherwise we held no noise.
spain,double room - disability access,solo traveller,4,2024,6,10.0,super recomendable!,"excellent attention. the terrace and bar service, super friendly. a super complete and delicious breakfast.",i can not stay over the weekend due to the difference in the price with the week days. they could better supply minibar.
puerto rico,comfort single room,solo traveller,3,2024,5,10.0,exceptional,all,no review
italy,comfort family room,family,3,2024,7,9.0,superb,"room, breakfast",nothing
argentina,comfort double room,group,3,2024,7,8.0,very good,good location/ good attention,everything was fine
spain,comfort double room,family,3,2024,7,10.0,repeat,they facilitated a great upper room without influencing the cost,how fast it happened ...
france,comfort twin room,group,5,2024,7,10.0,ideal stay that we recommend +++,"the location, the spacious room with all equipment.","for the restaurant, the wait to be served far too long."
poland,comfort double room,group,3,2024,7,10.0,"excellent location, delicious breakfasts and comfortable beds","excellent location - in a very close range from the center, many shops and restaurants as well as public transport. various breakfast, a lot of dishes to choose from, including traditional portuguese sweets :) the beds are very comfortable, provide comfortable rest. a kettle, capsules and a set of cosmetics - shampoo, conditioner, body lotion and shower gel are available for guests. hotel service is very professional and polite, willing to help. i definitely recommend this place, i will definitely come back there :)",no review
italy,double room - disability access,couple,3,2024,7,8.0,very good,the breakfast was one of the best ever tried. the staff show rare attention to the customer. meets every request with kindness and diligence,the access ramp for luggage and for those with motor difficulties: really dangerous!
france,comfort single room,solo traveller,4,2024,7,10.0,very good hotel!,"i loved the location, very close to bolhao and santa catarina street. the room was great and very clean.  the employees are very kind.",no review
chile,comfort double room,couple,2,2024,6,10.0,"very comfortable, very friendly staff to answer and answer questions","excellent breakfast, very good location.",no review
morocco,comfort double room,solo traveller,3,2024,7,9.0,superb,the room was clean  breakfast at the height  the staff was welcoming and very helpful,"the sandwich that i was given when i left to serve as a breakfast of which i open, leaves something poor and lean. while breakfast was included in the bedroom costs."
israel,comfort double room,couple,4,2024,7,10.0,exceptional,was comfortable and in the city center,everything was ok
germany,comfort double room,couple,1,2024,7,9.0,superb,top restaurant im rooftop,no review
italy,comfort double room,family,2,2024,7,9.0,superb,they offered us a free upgrade with a suite. their very kind and the large and beautiful room.,no review
italy,comfort double room,family,3,2024,7,8.0,very good,the bar on floor 17,coffee for breakfast
spain,comfort king room,couple,3,2024,7,9.0,"a good hotel, to recommend it","the location, the bed,",nothing
